"id","title","type","sprint_id","module","owner_id","priority","status","estimated_hours","actual_hours","blocker","blocker_date","created_date","description","steps_to_reproduce","test_reproduced","closed_date","in_progress_date","blocked_hours","qa_status","qa_in_progress_date","qa_actual_hours","qa_fixing_in_progress_date","qa_fixing_hours","qa_sprint_id"
SP-106,chatbot - changes,Sprint,sprint-1770615073846,AI-Chatbot,25,Medium,Done,1.0,0.9251389,,,"2026-02-11",UI and answer changes,,0,"2026-02-12T12:59:34Z",,0.0,Ready to Stage,,0.1815625,,0.0,sprint-1770615073846
SP-114,Microsoft Intune Integration – Check Implementation,Sprint,sprint-1770615073846,Integration,23,High,Done,0.5,0.4379861,,,"2026-02-12","To implement Microsoft Intune security and compliance checks by integrating with Microsoft Graph APIs and retrieving device management, application, and compliance-related data for monitoring and assessment.",,0,"2026-02-13T05:32:13Z",,0.0,Ready to Test,,0.0,,0.0,
SP-112,Adding a Framework Filter in Policy Library Page - Change,Sprint,sprint-1770615073846,Policy,22,High,Done,0.75,0.20503472,,,"2026-02-12","",,0,"2026-02-12T11:38:25Z",,0.0,Ready to Test,,0.0,,0.0,
SP-109,Vector db research,Sprint,sprint-1770615073846,AI-Chatbot,25,Medium,Done,0.5,0.9175,,,"2026-02-12",research to change the jsonl files to vector db,,0,"2026-02-12T12:58:46Z",,0.0,Ready to Test,,0.0,,0.0,
SP-107,Deploying a live server in DigitalOcean,Sprint,sprint-1770615073846,General,24,High,Done,1.0,0.93958336,,,"2026-02-12","",,0,"2026-02-12T13:23:04Z",,0.0,Ready to Test,,0.0,,0.0,
SP-111,Roles & Permission implementation for Questionnaire and Chatbot,Sprint,sprint-1770615073846,Roles,18,High,Done,0.5,0.72100693,,,"2026-02-12","",,0,"2026-02-12T12:57:26Z",,0.0,Ready to Stage,,0.1896875,,0.0,sprint-1770615073846
SP-105,BUG-001 People Page Bug,Sprint,sprint-1770615073846,People,22,High,Done,0.75,0.43649307,,,"2026-02-11","",,0,"2026-02-11T13:29:31Z",,0.0,Ready to Stage,,0.18586805555555555,,0.0,sprint-1770615073846
SP-127,Analysing the on prem code,Sprint,sprint-1770615073846,on-prem,23,High,Done,0.8,0.91260415,,,"2026-02-16",Code Analysing the on prem code,,0,"2026-02-17T05:20:53Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-030,Improper error message in user&role in production,Bug,,User & Role,22,High,To Do,0.0,0.0,,,"2026-02-12","1. while hard deleting the user in the user&roles there is no proper error message.
2. Change to--> This user is assigned in some other module or this user is assigned in artifact module.","1. create the user in user&role.
2. assign in some artifacts.
3. hard delete the user.",0,,,0.0,,,0.0,,0.0,
SP-093,Monthly Production Release Notes,Sprint,sprint-1770615834256,"",30,Medium,Done,0.0,0.122777775,,,"2026-02-09","",,0,"2026-02-16T06:14:55Z",,0.0,Ready to Test,,0.0,,0.0,
SP-131,On-prem user creation,Sprint,sprint-1770615073846,Settings,18,High,Done,1.0,1.1050347,,,"2026-02-16","POST, DELETE. GET, LIST and UPDATE functionality.",,0,"2026-02-17T10:07:28Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-031,AI identification mark missing,Bug,,Artifact,22,High,To Do,0.0,0.0,,,"2026-02-13","1. when user upload the evidence in the artifact after AI verified.
2. AI verification mark is missing.","",0,,,0.0,,,0.0,,0.0,
SP-036,Microsoft Integration – Connection Setup,Sprint,sprint-1770615073846,Integration,23,High,Done,2.05,14.657809,,,"2026-02-02","stablish a secure connection between the application and Microsoft services to enable seamless data synchronization and API communication. Implement OAuth-based authentication, configure permissions, and ensure reliable token handling for accessing Microsoft APIs such as users, emails, calendar, and files.",,0,"2026-02-09T05:34:30Z",,0.0,Ready to Test,,0.0,,0.0,
SP-120,Implementing Management Commands for microsoft Integration,Sprint,sprint-1770615073846,Integration,23,High,Done,1.0,0.60270834,,,"2026-02-13","To implement backend management commands for executing automated cloud integration checks (Microsoft 365, Intune, Defender, Purview) through scheduled or manual execution without requiring API triggers.",,0,"2026-02-13T09:53:25Z",,0.0,Ready to Test,,0.0,,0.0,
SP-136,WhizzC - Onprem Product FRD,Sprint,,Whizz-Onprem,30,Medium,To Do,0.0,0.0,,,"2026-02-17",Need to work on FRD document for WhizzC On prem product,,0,,,0.0,,,0.0,,0.0,
SP-128,Google SSO implementation,Sprint,sprint-1770615073846,Authentication,18,High,Done,1.0,0.31368056,,,"2026-02-16",Need to implement google sso connection for the on-prem sign-in page.,,0,"2026-02-18T04:39:09Z",,0.0,Ready to Test,,0.0,,0.0,
SP-116,BUG-029,Sprint,sprint-1770615073846,AI-QUESTIONNARE,25,Medium,Done,0.5,0.698993,,,"2026-02-12","When user uploads and gets the generated answer suddenly user navigates to check the evidence to the artifact module. When user come back to the questionnaire module, there is no data remains every answer will get removed when we go other modules or pages.",,0,"2026-02-13T10:49:40Z",,0.0,Ready to Stage,,0.18916666666666665,,0.0,sprint-1770615073846
BUG-032,Multiple times address saving.,Bug,,Settings,22,High,To Do,0.0,0.0,,,"2026-02-13","1. when user clicks multiple times on address save button the address is saving multiple times.","1. add address and provide all the credentials.
2. click the save button and again click the save button click twice.",0,,,0.0,,,0.0,,0.0,
SP-122,Master and Mapping table creation,Sprint,sprint-1770615073846,Assessment Module,19,Medium,Done,0.5,0.18059027,,,"2026-02-13","",,0,"2026-02-13T07:27:55Z",,0.0,Ready to Test,,0.0,,0.0,
SP-121,Verify policy acknowledgement flow in new project setup,Sprint,sprint-1770615073846,policy,21,Medium,Done,1.0,0.9160069,,,"2026-02-13","Verify the policy acknowledgement flow end-to-end
in the new project setup.",,0,"2026-02-14T22:51:24Z",,0.0,Ready to Test,,0.0,,0.0,
SP-123,BUG-025 Improper Error Message,Sprint,sprint-1770615073846,Approvals,22,High,Done,0.25,0.13989583,,,"2026-02-13","",,0,"2026-02-13T07:10:17Z",,0.0,Ready to Stage,,0.19822916666666668,,0.0,sprint-1770615073846
SP-124,Unplanned - Office task(visiting hotels),Sprint,sprint-1770615073846,"",19,Medium,Done,0.75,0.0003125,,,"2026-02-16","",,0,"2026-02-16T05:13:57Z",,0.0,Ready to Test,,0.0,,0.0,
SP-154,Soc 2 Report Preparation,Sprint,sprint-1771310676523,SiteRecon,40,Medium,In Progress,0.35,0.0,,,"2026-02-18",Prepare the SOC 2 Type 2 Report for SiteRecon,,0,,"2026-02-19T13:03:31Z",0.0,,,0.0,,0.0,
SP-125,Fix issues found during policy acknowledgement verification,Sprint,sprint-1770615073846,Policy,21,Medium,Done,1.0,0.95361114,,,"2026-02-16","Fix any issues identified during the verification of the
policy acknowledgement flow in the new project setup.
Includes functional fixes and minor UI or behavior adjustments.",,0,"2026-02-17T05:21:12Z",,0.0,Ready to Test,,0.0,,0.0,
SP-119,using a railway cloud monitoring deploying a live server,Sprint,sprint-1770615073846,General,24,Medium,Done,1.0,1.2649653,,,"2026-02-12","",,0,"2026-02-16T07:36:26Z",,0.0,Ready to Test,,0.0,,0.0,
SP-126,post-deployment sanity testing in production environment,Sprint,sprint-1770615073846,General,26,High,Done,1.0,1.0612848,,,"2026-02-16","1. post-deployment sanity testing in production environment
2. Production Smoke Testing",,0,"2026-02-17T06:24:31Z",,0.0,Ready to Test,,0.0,,0.0,
SP-129,Report generation tool research and flow ,Sprint,sprint-1770615073846,AI-Report generation,25,Medium,Done,2.0,3.0908334,,,"2026-02-16",Plan and architecture Report generation international tool ,,0,"2026-02-19T09:57:18Z",,0.0,Ready to Test,,0.0,,0.0,
SP-134,"Master, Mapping table data migration to DB",Sprint,sprint-1770615073846,Master,19,Medium,Done,4.0,4.0569096,,,"2026-02-16",Migrate master and mapping table data to DB,,0,"2026-02-23T04:57:19Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-033,service add button is missing.,Bug,,Settings,22,High,To Do,0.0,0.0,,,"2026-02-16","1. The service add button is missing in the settings module.
2. Remove the service column.","",0,,,0.0,,,0.0,,0.0,
SP-132,Adding the policy ack status filter in people change,Sprint,sprint-1770615073846,People,22,Medium,Done,0.25,0.08013889,,,"2026-02-16","",,0,"2026-02-16T09:58:31Z",,0.0,Ready to Test,,0.0,,0.0,
SP-133,Adding Filter for Policy Status in People Page,Sprint,sprint-1770615073846,People,22,Medium,Done,0.5,0.17697917,,,"2026-02-16","Adding filter on People page
",,0,"2026-02-16T12:57:20Z",,0.0,Ready to Test,,0.0,,0.0,
SP-130,Analyze the complete product flow of aliceblue,Sprint,sprint-1770615073846,General,24,Medium,Done,1.0,0.81309026,,,"2026-02-16","Login Flow
Dashboard Flow
Darkweb monitoring flow",,0,"2026-02-17T06:20:05Z",,0.0,Ready to Test,,0.0,,0.0,
SP-140,Analyze policy acknowledgement flow with OTP requirement,Sprint,sprint-1770615073846,policy,21,Medium,Done,1.0,0.8015278,,,"2026-02-17","Analyze the existing policy acknowledgement flow and understand
where and how OTP verification needs to be integrated.
Review the current implementation, OTP triggering points,
and validation flow before starting development.
",,0,"2026-02-18T05:00:53Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-040,artifact name in lowercase,Bug,,Artifact,22,Low,To Do,0.0,0.0,,,"2026-02-18","1. acceptance records for delivered software in first letter need to be capitalization.","",0,,,0.0,,,0.0,,0.0,
SP-139,Testing the GitHub integration.,Sprint,sprint-1770615073846,integration,26,High,Done,2.0,1.0509027,,,"2026-02-17","",,0,"2026-02-18T06:50:14Z",,0.0,Ready to Test,,0.0,,0.0,
SP-138,Analyze the flow for an cyberxtron integration setup,Sprint,sprint-1770615073846,Integration,24,High,Done,1.0,0.7900347,,,"2026-02-17",Integrate CyberXTron threat intelligence into our product to fetch and display security alerts.,,0,"2026-02-18T05:18:55Z",,0.0,Ready to Test,,0.0,,0.0,
ADD-007,Sprint Flow KT to team members,Additional,sprint-1771310676523,WhizzC,40,Medium,Done,0.05,0.006875,,,"2026-02-17", KT and walkthrough about Sprint and Sprintflow app to GRC Team members,,0,"2026-02-17T07:30:07Z",,0.0,,,0.0,,0.0,
SP-141,Scope Document for JazzHQ,Sprint,sprint-1771310676523,Jazz HQ,42,Medium,Done,0.25,0.001978888,,,"2026-02-17","Created the Scope Statement for ISMS, GDPR and SOC2 Type 2",,0,"2026-02-17T07:08:57Z",,0.006145381944444445,,,0.0,,0.0,
CHG-015,Evidence automatic navigation,Change,,Artifact,22,High,To Do,0.0,0.0,,,"2026-02-18","1. When user uploads multiple evidence against single artifact.
2. After AI verifies the evidence, the user needs to force upload the evidence. When one evidence is force uploaded, it is done. After the page not navigating to the another evidence user needs to click the another page.","1. Upload 2 or 3 evidence against a single artifact.
2. After AI verification, click the force upload.
3. the page list remains same verified evidence.",0,,,0.0,,,0.0,,0.0,
SP-142,Release Notes Share,Sprint,sprint-1770615834256,Product,30,Medium,Done,0.0,0.059930556,,,"2026-02-17",Release notes to be shared with customer. Need to get the email list of customers then update,,0,"2026-02-17T07:34:29Z",,0.0,Ready to Test,,0.0,,0.0,
SP-155,CMMI - reply mail,Sprint,sprint-1771310676523,Starlight,38,High,Done,0.05,0.0146875,,,"2026-02-18","Biswajit mailed regarding the next steps in the CMMI project. 
Sent reply mail for his availability to work on the next steps",,0,"2026-02-18T06:30:14Z",,0.0,,,0.0,,0.0,
SP-159,Fill project update sheet for chitra mam,Sprint,sprint-1771310676523,Other,38,High,Done,0.15,0.3876276,,,"2026-02-18",need to update the sheet ,,0,"2026-02-18T13:21:38Z",,0.3343643055555555,,,0.0,,0.0,
SP-148,Policies generation,Sprint,sprint-1771310676523,Jazz HQ,42,Medium,Done,0.1,0.0,,,"2026-02-18",Need to complete Generation of policies and follow up with team once and get verified with SPOC and proceed further,,0,"2026-02-18T06:33:41Z",,0.0,,,0.0,,0.0,
SP-167,Geaminds Web VAPT call,Sprint,sprint-1771310676523,Geaminds,44,Low,Done,0.05,0.0,,,"2026-02-18","4o clock call to discuss the reported web & clooud vulnerabilities",,0,"2026-02-18T11:08:54Z",,0.0,,,0.0,,0.0,
BUG-037,result data is missing,Bug,,cloud scanning,22,High,Fixed,0.0,0.0,,,"2026-02-18","1. there is no region, descrription, risk and remediation.","1. microsoft 365 check the results in cloud scanning.",0,"2026-02-19T09:07:16Z",,0.0,Ready to Test,,0.0,,0.0,
SP-153,Requirement Sheet,Sprint,sprint-1771310676523,Vealthx,41,Medium,Done,0.1,0.13444445,,,"2026-02-18",Need to prepare a requirement sheet what needs to be done from vealthx team and whizzc team,,0,"2026-02-18T07:08:40Z",,0.0,,,0.0,,0.0,
SP-165,Standup & followup clients,Sprint,sprint-1771310676523,General,44,Medium,Done,0.1,0.0,,,"2026-02-18","Followup call & mail sent to Fluid, Pickyourtrial, MKagrotech(Botree,Beeapp & Cloud) & Terzo Phishing Campaign(10-11)",,0,"2026-02-18T07:11:50Z",,0.0,,,0.0,,0.0,
SP-162,jazzhq call for application walthrough,Sprint,sprint-1771310676523,jazzhq,44,Medium,Done,0.05,0.0765625,,,"2026-02-18",VAPT Application Walthrogh,,0,"2026-02-18T07:12:00Z",,0.0,,,0.0,,0.0,
SP-163,Salespanda,Sprint,sprint-1771310676523,General,44,High,In Progress,0.0,0.0,,,"2026-02-18",Mobile Applcation testing,,0,,"2026-02-20T13:20:12Z",0.0,,,0.0,,0.0,
BUG-039,Evidence not storing in drive in production,Bug,,Artifact,22,High,To Do,0.0,0.0,,,"2026-02-18","1. when user uploads any image file or excel file or pdf after force upload the file is not storing in drive.","1. upload the any excel or image or pdf file in artifact.
2. force upload the evidence and check into the drive.",0,,,0.0,,,0.0,,0.0,
SP-166,VEALTHX Progress Call,Sprint,sprint-1771310676523,Vealthx,41,Medium,Done,0.1,0.05392361,,,"2026-02-18",To close the evidence (12:30-1:30pm),,0,"2026-02-18T07:57:41Z",,0.0,,,0.0,,0.0,
BUG-041,artifact status.,Bug,,Artifact,22,High,To Do,0.0,0.0,,,"2026-02-18","1. When the user uploads evidence manually instead of using the default template and sends it for approval, the status does not change to Pass after approval, and the dashboard count is not increased.
However, after de-linking the default template, the status changes to Pass and the dashboard count is updated correctly.","1. upload the evidence manually.
2. approve the evidence check the status list and dashboard copunt.",0,,,0.0,,,0.0,,0.0,
SP-164,Testing the microsoft integration,Sprint,sprint-1770615073846,Integration,26,High,Done,2.0,1.0873611,,,"2026-02-18",Testing the microsoft 365 integration testing,,0,"2026-02-19T07:33:25Z",,0.0,Ready to Test,,0.0,,0.0,
SP-168,Internal Audit,Sprint,sprint-1771310676523,Klamp Inc,41,High,Done,0.1,0.20795138,,,"2026-02-18",Connect with Shiza to complete the internal audit (3:00 -4:00pm),,0,"2026-02-18T11:21:16Z",,0.0,,,0.0,,0.0,
SP-143,test,Sprint,sprint-1770615073846,test,25,Medium,Done,1.0,2.2384722,,,"2026-02-17",testtesttesttesttesttest,,0,"2026-02-19T09:57:05Z",,0.0,Ready to Test,,0.0,,0.0,
SP-160,JazzHq call at 12:00,Sprint,sprint-1771310676523,JazzHq,38,Low,Done,0.05,0.24243055,,,"2026-02-18",VAPT walkthrough for Jazzhq product. Joining to have context of the product,,0,"2026-02-18T08:26:41Z",,0.0,,,0.0,,0.0,
SP-161,vealthx call at 12:30 ,Sprint,sprint-1771310676523,VealthX,38,High,Done,0.05,0.0015972222,,,"2026-02-18",Call suhasini for escalation,,0,"2026-02-18T08:27:31Z",,0.0,,,0.0,,0.0,
SP-151,Evidence Uploading,Sprint,sprint-1771310676523,TATA 1mg,39,Medium,Done,0.25,0.39902776,,,"2026-02-18",Uploading sample evidence of whizzc for TATA 1mg,,0,"2026-02-18T08:36:53Z",,0.0,,,0.0,,0.0,
BUG-042,connect button is displaying,Bug,,cloud scanning,24,High,Fixed,0.0,0.0,,,"2026-02-18","1. without clicking the testconnection button the connect button is displaying.
2. when user clicks the connect button before the unwanted error message is displaying.","1. Go to cloud scanning module.
2. Create the account and provide the credentials and click the connect button.",0,"2026-02-18T11:47:24Z",,0.0,Ready to Test,,0.0,,0.0,
BUG-035,Improper error message.,Bug,,Integration,24,High,To Do,0.0,0.0,,,"2026-02-17","1. when user provide another GitHub APP ID saves the account error message was wrong.
2. same in private key another key submitted and clicks on create error message was wrong.","1. provide improper GitHub app id.
2. Provide other account private key.",0,,,0.0,,,0.0,,0.0,
SP-174,WhizzC Template Share,Sprint,sprint-1771310676523,Vealthx,41,Medium,Done,0.05,0.030972222,,,"2026-02-18",Need to download applicable templates from WhizzC portal and share it with Vealthx Spoc,,0,"2026-02-18T11:57:39Z",,0.0,,,0.0,,0.0,
SP-170,Client Updates for Chitra Mam,Sprint,sprint-1771310676523,Client Sheet Update,41,High,Done,0.05,0.05378472,,,"2026-02-18",Client Sheet Update for Chitra Mam,,0,"2026-02-18T09:29:52Z",,0.0,,,0.0,,0.0,
SP-169,Client Updates for Chitra Mam,Sprint,sprint-1771310676523,Client details update,39,High,Done,0.05,0.055208333,,,"2026-02-18",Client Updates for Chitra Mam,,0,"2026-02-18T09:30:13Z",,0.0,,,0.0,,0.0,
SP-152,Summarized Sheet Methodology Document - For AI auto mapping,Sprint,sprint-1770615834256,AI Auto Mapping,30,Medium,Done,0.0,1.0644791,,,"2026-02-18",Need to work on methodology document on how we work on summarized sheet for AI Auto mapping,,0,"2026-02-20T05:00:57Z",,0.0,Ready to Test,,0.0,,0.0,
SP-157,CCPA report to marketboats ,Sprint,sprint-1771310676523,Marketboats,38,Low,Done,0.15,0.06552083,,,"2026-02-18",Need to send CCPA report to marketboats ,,0,"2026-02-19T05:01:27Z",,0.0,,,0.0,,0.0,
SP-172,Internal Audit - Klamp.ai,Sprint,sprint-1771310676523,Others,39,Medium,Done,0.05,0.12284722,,,"2026-02-18",Klamp.ai Internal audit,,0,"2026-02-18T11:07:28Z",,0.0,,,0.0,,0.0,
ADD-008,WhizzC Product KT,Additional,sprint-1771310676523,Whizzc Product,39,Medium,Done,0.0,0.039340276,,,"2026-02-18",WhizzC Product Knowledge Transfer,,0,"2026-02-18T11:31:09Z",,0.0,,,0.0,,0.0,
SP-173,Product KT session,Sprint,sprint-1771310676523,Tata1MG Vendor,42,Medium,Done,0.05,0.0,,,"2026-02-18","attended KT session regarding a Priority task
Request to Complete Vendor Risk Assessment Questionnaire",,0,"2026-02-18T11:31:15Z",,0.0,,,0.0,,0.0,
SP-158,Internal audit for klamp  ,Sprint,sprint-1771310676523,Klamp,38,Low,Done,0.05,0.29815972,,,"2026-02-18",Shadow for Internal audit to klamp  ,,0,"2026-02-18T12:12:43Z",,0.0,,,0.0,,0.0,
SP-150,Setup a onprem product for docker ,Sprint,sprint-1770615073846,Integration,24,High,Done,1.0,1.02125,,,"2026-02-18",setup a frontend backend and db for a onprem product,,0,"2026-02-19T05:29:15Z",,0.0,Ready to Test,,0.0,,0.0,
SP-208,OnPrem docker container implementing in the other system ,Sprint,sprint-1770615073846,Policy,24,High,Done,1.5,1.1557986,,,"2026-02-19",onprem container setup in other system to verify functionalities is working,,0,"2026-02-20T13:09:12Z",,0.0,Ready to Test,,0.0,,0.0,
ADD-009,Terzo CMMC Evidence Review,Additional,sprint-1770615834256,Customer Support,30,Medium,Done,0.25,1.0646528,,,"2026-02-18",Worked on CMMC Evidence list,,0,"2026-02-20T05:01:02Z",,0.0,Ready to Test,,0.0,,0.0,
SP-181,onprem product for docker container,Sprint,sprint-1770615073846,General,24,High,Done,1.0,0.709375,,,"2026-02-19",container a frontend backend and db in single command,,0,"2026-02-19T11:11:20Z",,0.0,Ready to Test,,0.0,,0.0,
SP-178,Terzo CMMC Checklist Preparation,Sprint,sprint-1771310676523,Terzo,40,Medium,Done,0.25,0.7587847,,,"2026-02-18",Worked along with Kaviranjani in Terzo's CMMC checklist,,0,"2026-02-19T10:34:13Z",,0.0,,,0.0,,0.0,
SP-176,Evidence Upload,Sprint,sprint-1771310676523,GSS,41,Medium,Done,0.1,0.0,,,"2026-02-18",need to review and validate the evidence and upload in the WhizzC portal,,0,"2026-02-18T13:43:52Z",,0.0,,,0.0,,0.0,
SP-177,Vendor Risk Assessment Questionnaire,Sprint,sprint-1771310676523,Tata1MG,42,Medium,Done,0.25,0.0,,,"2026-02-18","As part of ongoing efforts to ensure robust governance and compliance, a Third-Party Risk Assessment is being conducted for all our key vendors and partners.

completed the attached questionnaire to help clients understand and validate their security, compliance, and operational practices.",,0,"2026-02-18T13:43:53Z",,0.0,,,0.0,,0.0,
SP-228,Gosense Document Preparation,Sprint,sprint-1771310676523,Gosense,44,Medium,Done,0.25,0.0,,,"2026-02-20",Working with Harish for the Gosense testing methodologies & audit plan document,,0,"2026-02-20T13:18:53Z",,0.0,,,0.0,,0.0,
SP-180,Stand Up,Sprint,sprint-1771310676523,Main and internal Standup,41,Medium,Done,0.1,0.0003125,,,"2026-02-19","Main standup 10:15 to 10:35
internal stand up 10:40 - 10:50 
also connected with Sumiya for timesheet",,0,"2026-02-19T05:30:49Z",,0.0,,,0.0,,0.0,
SP-147,Add OTP verification to policy acknowledgement flow,Sprint,sprint-1770615073846,Policy,21,Medium,Done,1.0,1.0544097,,,"2026-02-18","- OTP is successfully generated and sent during policy acknowledgement
- OTP is validated before completing the acknowledgement
- Policy acknowledgement completes only after successful OTP verification
- Failure and retry scenarios are handled gracefully
- No regression in the existing policy acknowledgement flow",,0,"2026-02-19T05:32:12Z",,0.0,Ready to Test,,0.0,,0.0,
SP-179,Meeting with New CMMC Vendor,Sprint,sprint-1771310676523,Terzo,40,Medium,Done,0.05,0.7586111,,,"2026-02-18",Meeting with Santosh and Akanksha from gcaicert for Terzo's CMMC discussion,,0,"2026-02-19T10:34:08Z",,0.0,,,0.0,,0.0,
SP-175,Initiating Security Awareness training,Sprint,sprint-1771310676523,Mk Agrotech,39,Medium,Done,0.05,4.021806,,,"2026-02-18",Initiating Security Awareness training for Arun (Mk Agrotech),,0,"2026-02-24T12:20:30Z",,0.0,,,0.0,,0.0,
SP-197,Progress Call,Sprint,sprint-1771310676523,Vealthx,41,Medium,Done,0.1,0.06614583,,,"2026-02-19",Connect with Vealthx SPOC to close evidence,,0,"2026-02-19T07:34:58Z",,0.0,,,0.0,,0.0,
SP-226,Masoom C4c CLoud,Sprint,sprint-1771310676523,MKAgrotech,44,High,Done,0.05,0.0,,,"2026-02-20",Call connect with Masoom team to share the pre-requisities and testing methodologies for their C4C Cloud,,0,"2026-02-20T13:16:53Z",,0.0,,,0.0,,0.0,
SP-184,Stand up,Sprint,sprint-1771310676523,Main Standup and GRC intern standup,42,Medium,Done,0.1,0.00083333,,,"2026-02-19","10:15 to 10:35 main stand-up meeting
10:40 to 11 internal grc stand up meeting",,0,"2026-02-19T05:38:44Z",,0.0,,,0.0,,0.0,
SP-189,Implement training module flow in current project,Sprint,sprint-1771825706501,Training,21,Medium,Done,2.0,1.9895834,,,"2026-02-19","Implement the training module flow in the current project
based on the finalized integration approach.
Ensure compatibility with existing modules and flows.",,0,"2026-02-26T04:53:48Z",,0.0,Ready to Test,,0.0,,0.0,
SP-182,Authentication issue in the Refresh token.,Sprint,sprint-1770615073846,Authentication,18,High,Done,0.5,0.11381944,,,"2026-02-19","When the acess token is expired, the refresh token is not validating or invoking the access token, which causes the page to move to the sign in page after few minutes. 
But the actual process should invoke the access token when it is expired using the refresh token.",,0,"2026-02-19T06:28:31Z",,0.0,Ready to Test,,0.0,,0.0,
SP-191,Morning Stand up,Sprint,sprint-1771310676523,GRC Team,38,Low,Done,0.05,0.00003472,,,"2026-02-19",Conducted internal morning stand up ,,0,"2026-02-19T06:25:06Z",,0.0,,,0.0,,0.0,
SP-183,Evidence Validation,Sprint,sprint-1771310676523,GSS,41,Medium,Done,0.1,0.1190625,,,"2026-02-19",GSS tea m posted evidence needs to review and approve,,0,"2026-02-19T06:33:11Z",,0.0,,,0.0,,0.0,
SP-195,Follow up with biswajit,Sprint,sprint-1771310676523,Starlight,38,High,Done,0.05,0.0018055555,,,"2026-02-19","follow up with biswajit for CMMI
",,0,"2026-02-19T06:27:36Z",,0.0,,,0.0,,0.0,
SP-194,VAPT walkthrough call,Sprint,sprint-1771310676523,Jazz HQ,42,Medium,Done,0.1,0.06493056,,,"2026-02-19",requested access to VAPT walkthrough recording with Jazzhq team to understand procedure,,0,"2026-02-19T06:44:06Z",,0.0,,,0.0,,0.0,
SP-196,GDPR Policies KT,Sprint,sprint-1771310676523,Jass HQ,41,Medium,Done,0.05,0.031597223,,,"2026-02-19",KT provided for sangeetha in GDPR policies,,0,"2026-02-19T07:02:07Z",,0.0,,,0.0,,0.0,
SP-193, marketboats for the pims ,Sprint,sprint-1771310676523,Marketboats,38,Low,Done,0.0,0.08239584,,,"2026-02-19",Need to follow up Anirudh of the pims and ccpa,,0,"2026-02-19T07:07:15Z",,0.0,,,0.0,,0.0,
SP-199,Policy review and approval,Sprint,sprint-1771310676523,Vealthx,41,High,Done,0.1,0.22239584,,,"2026-02-19",Need to upload policies for vealthx team and make changes in version history & need to approve the policies,,0,"2026-02-19T09:24:03Z",,0.0,,,0.0,,0.0,
SP-202,MKAgrotech AWS Fixing Discussion,Sprint,sprint-1771310676523,MkAgrotech,44,Medium,Done,0.15,0.0,,,"2026-02-19","1hr call to discuss the cloud open issue",,0,"2026-02-19T08:13:42Z",,0.0,,,0.0,,0.0,
SP-192,Documents maganti risk register ,Sprint,sprint-1771310676523,Maganti IT,38,Medium,Done,0.1,0.25604168,,,"2026-02-19",Work on the manganti IT risk register,,0,"2026-02-19T09:10:19Z",,0.0,,,0.0,,0.0,
SP-185,Test and verify OTP verification in policy acknowledgement flow,Sprint,sprint-1770615073846,Policy,21,Medium,Done,0.5,0.42128474,,,"2026-02-19","Test the OTP verification flow added to the policy acknowledgement process.
Verify OTP generation, validation, retry and failure scenarios,
and ensure policy acknowledgement completes only after successful OTP verification
without any regression in the existing flow.
and next design changes in policy acknowledgement",,0,"2026-02-19T09:02:23Z",,0.0,Ready to Test,,0.0,,0.0,
SP-200,BUG-037 - Cloud Scan,Sprint,sprint-1770615073846,Cloud Scanning,22,High,Done,0.3,0.17083333,,,"2026-02-19",Fixing empty fields bug in cloud scan result view,,0,"2026-02-19T09:06:05Z",,0.0,Ready to Test,,0.0,,0.0,
SP-205,WIZ-634 - Cloud Scan Account segregation,Sprint,sprint-1770615073846,Cloud Scanning,22,High,Done,0.3,0.36548612,,,"2026-02-19",Need to segregate Cloud Scan Report with respect to user account,,0,"2026-02-19T13:33:54Z",,0.0,Ready to Test,,0.0,,0.0,
SP-203,KT session RISK Resgister,Sprint,sprint-1771310676523,Maganti,42,Low,Done,0.2,0.12833333,,,"2026-02-19","KT session on Risk register for Maganti Project
by from Aravind",,0,"2026-02-19T10:15:20Z",,0.0,,,0.0,,0.0,
SP-204,Client Visit - Lucas-TVS -,Sprint,sprint-1771310676523,LUCAS-TVS,45,Medium,Done,0.3,0.0014583333,,,"2026-02-19",Went for clarification discussion on Firewall Review Report,,0,"2026-02-19T09:25:08Z",,0.0,,,0.0,,0.0,
SP-198,preparing testcases for GitHub integration,Sprint,sprint-1770615073846,Integration,26,Medium,Done,1.0,0.92496526,,,"2026-02-19",Writing down the both negative and positive testcases for the Git integration,,0,"2026-02-20T06:59:14Z",,0.0,Ready to Test,,0.0,,0.0,
SP-186,Generation of remaining Policies,Sprint,sprint-1771310676523,Jazz HQ,42,Low,Done,0.25,0.463555,,,"2026-02-19","Need to get KT from Team and complete the remaining Policy generation for GDPR framework
dependency",,0,"2026-02-23T12:35:54Z",,1.9853091587847222,,,0.0,,0.0,
SP-206,GDPR Report,Sprint,sprint-1771310676523,Klamp Inc,41,High,Done,0.2,1.0247178,,,"2026-02-19",Need to complete the GDPR Draft Report and close it,,0,"2026-02-27T06:06:17Z",,4.513153392951389,,,0.0,,0.0,
